Organisation,Launch Pad,Launch Facility,Launch State,Launch Country,Month,Year
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Apr,1976
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1976
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Mar,1976
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1976
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Mar,1976
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1976
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Feb,1976
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Feb,1976
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Feb,1976
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Feb,1976
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jan,1976
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jan,1976
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jan,1976
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jan,1976
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jan,1976
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Dec,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Dec,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Dec,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Nov,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Nov,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Nov,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Nov,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Nov,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Nov,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Aug,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jun,1975
RVSN USSR,Site 107/1,Kapustin Yar,,Russia,Jun,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,May,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,May,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Mar,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1975
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Mar,1975
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Feb,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Feb,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Feb,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1975
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1975
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1975
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1975
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1974
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1974
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Dec,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Sep,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Aug,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Aug,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Aug,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jul,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jul,1974
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1974
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,May,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,May,1974
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Mar,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1974
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Feb,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Feb,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jan,1974
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jan,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jan,1974
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1973
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1973
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Sep,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Aug,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Aug,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1973
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jul,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,May,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1973
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Apr,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1973
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1973
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Feb,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Feb,1973
RVSN USSR,Site 107/1,Kapustin Yar,,Russia,Jan,1973
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1973
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Jan,1973
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1972
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Nov,1972
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Nov,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Sep,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Sep,1972
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Aug,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Aug,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Aug,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jul,1972
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jul,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1972
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jul,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jul,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1972
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jun,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1972
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,May,1972
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1972
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Feb,1972
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1972
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1972
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1971
