Organisation,Launch Pad,Launch Facility,Launch State,Launch Country,Month,Year
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Oct,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Sep,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Sep,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Sep,1971
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Jul,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jul,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,May,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,May,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,May,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,May,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Apr,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1971
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Apr,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Apr,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Apr,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Mar,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Mar,1971
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Mar,1971
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1971
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,Feb,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Feb,1971
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Feb,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1971
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1971
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1971
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Dec,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Nov,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Oct,1970
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Oct,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1970
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Oct,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Sep,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Sep,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1970
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Aug,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Aug,1970
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Aug,1970
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jul,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Jun,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1970
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jun,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,May,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Apr,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Apr,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Mar,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Feb,1970
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Feb,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1970
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1970
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jan,1970
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jan,1970
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1969
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1969
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Dec,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Dec,1969
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,Dec,1969
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Nov,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1969
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Oct,1969
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,Oct,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1969
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Oct,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1969
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Aug,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jul,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1969
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jun,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,May,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Mar,1969
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Mar,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1969
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Feb,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1969
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1969
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Dec,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Dec,1968
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1968
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Oct,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Sep,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Aug,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jul,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jul,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jun,1968
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,May,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,May,1968
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,May,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Apr,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Apr,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Apr,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Mar,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1968
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1968
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Feb,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1968
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jan,1968
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1968
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1967
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Nov,1967
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Nov,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1967
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Oct,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1967
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Sep,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1967
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Sep,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Sep,1967
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Aug,1967
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,Jun,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jun,1967
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Jun,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jun,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1967
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,May,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1967
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Mar,1967
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,Mar,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Mar,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Feb,1967
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jan,1967
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Dec,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Nov,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Oct,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Jun,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,May,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,May,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Apr,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Apr,1966
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,Mar,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jan,1966
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Nov,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Nov,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Oct,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jul,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Feb,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Jan,1965
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,Dec,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Dec,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Oct,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Aug,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Jul,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Jun,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Mar,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Feb,1964
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Dec,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Oct,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Aug,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Aug,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Jun,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,May,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Apr,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Apr,1963
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Oct,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Oct,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Aug,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Jun,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,May,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Apr,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Apr,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Mar,1962
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Dec,1961
RVSN USSR,Mayak-2,Kapustin Yar,,Russia,Oct,1961
